Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,Cuentas_Diarias,account.Charges.Total
yes,female,0,yes,yes,1,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,102.45,3.42,102.45
no,male,0,no,no,21,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,mailed check,103.85,3.46,2215.0
no,female,0,yes,yes,62,yes,yes,fiber optic,yes,no,no,no,yes,yes,two year,yes,bank transfer (automatic),101.15,3.37,6638.35
no,female,0,no,no,22,yes,no,dsl,no,yes,yes,no,yes,no,one year,no,bank transfer (automatic),65.25,2.17,1441.8
no,female,0,no,no,65,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,95.5,3.18,6153.85
no,female,0,no,no,38,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.3,0.64,755.5
no,male,0,yes,no,44,no,no,dsl,no,yes,yes,no,yes,yes,two year,no,bank transfer (automatic),54.3,1.81,2390.45
no,female,0,no,no,6,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.55,0.65,124.45
no,male,0,yes,no,67,yes,no,dsl,yes,yes,no,yes,no,yes,two year,yes,credit card (automatic),69.2,2.31,4671.65
yes,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,79.0,2.63,143.65
no,male,0,no,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,104.95,3.5,7544.3
no,female,0,no,no,40,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),20.6,0.69,827.3
yes,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.25,2.31,69.25
no,male,1,yes,no,11,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.2,2.34,834.7
yes,female,0,yes,yes,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.5,3.52,6985.65
no,female,0,yes,no,70,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),104.3,3.48,7188.5
yes,male,0,no,no,10,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.9,3.16,1048.85
yes,female,1,yes,no,1,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.8,3.36,100.8
no,male,0,yes,yes,41,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),19.5,0.65,798.2
no,male,0,yes,yes,24,yes,no,dsl,yes,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),70.3,2.34,1706.45
yes,male,0,yes,no,2,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,94.2,3.14,167.5
no,female,0,yes,yes,4,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.85,0.7,62.9
no,male,1,yes,no,17,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.8,3.16,1563.9
no,male,0,yes,yes,68,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.75,0.86,1686.15
yes,male,0,no,no,4,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,88.45,2.95,370.65
no,female,0,no,no,14,yes,no,dsl,no,no,no,yes,no,yes,one year,no,credit card (automatic),59.1,1.97,772.85
no,male,0,yes,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,102.4,3.41,6444.05
no,female,0,yes,no,43,no,no,dsl,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),34.0,1.13,1505.35
no,male,0,yes,yes,66,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,mailed check,84.0,2.8,5714.25
yes,female,1,no,no,8,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,electronic check,101.35,3.38,780.5
no,male,0,no,no,4,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.0,0.63,73.45
yes,male,1,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,74.85,2.49,156.4
yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.75,0.66,19.75
yes,female,0,yes,no,9,no,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,48.75,1.62,442.2
yes,female,1,yes,no,18,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,bank transfer (automatic),99.75,3.32,1836.25
no,male,0,no,no,32,yes,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),87.65,2.92,2766.4
no,male,0,no,yes,44,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.55,0.65,819.95
yes,male,0,no,yes,1,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,25.3,0.84,25.3
no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.9,0.7,20.9
no,female,0,no,no,24,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),20.45,0.68,527.35
no,male,0,yes,no,50,no,no,dsl,yes,no,no,yes,yes,no,one year,yes,bank transfer (automatic),44.45,1.48,2188.45
no,female,0,no,no,51,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,111.5,3.72,5703.25
no,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.85,2.33,199.85
no,female,0,no,yes,1,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,electronic check,54.5,1.82,54.5
no,male,0,yes,no,53,yes,yes,dsl,yes,no,yes,yes,yes,no,one year,no,bank transfer (automatic),77.4,2.58,4155.95
yes,female,1,no,no,47,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),85.2,2.84,3969.35
yes,male,0,yes,no,10,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.6,2.85,813.85
yes,female,0,yes,yes,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,mailed check,50.45,1.68,50.45
no,female,1,no,no,40,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),103.75,3.46,4188.4
no,female,0,no,no,61,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,mailed check,89.2,2.97,5500.6
no,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.15,1.5,45.15
yes,female,0,no,no,46,yes,no,dsl,no,no,yes,yes,no,no,two year,no,credit card (automatic),54.35,1.81,2460.15
yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.65,2.32,69.65
no,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),112.25,3.74,8041.65
no,male,0,yes,yes,11,yes,no,no,no,no,no,no,no,no,month-to-month,yes,electronic check,20.45,0.68,250.8
no,female,0,yes,yes,25,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.1,0.67,486.05
no,male,1,no,no,18,yes,yes,fiber optic,no,no,yes,yes,yes,no,month-to-month,no,bank transfer (automatic),93.9,3.13,1743.9
no,male,0,yes,yes,62,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.45,0.68,1297.35
no,female,0,no,no,55,yes,no,dsl,no,no,no,no,no,no,one year,no,bank transfer (automatic),45.05,1.5,2462.6
yes,female,0,no,no,22,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,90.0,3.0,1993.8
no,female,0,yes,no,55,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),94.45,3.15,5073.1
no,male,0,no,no,28,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,electronic check,100.2,3.34,2688.45
yes,male,1,no,no,3,no,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic check,41.15,1.37,132.2
no,male,0,no,no,62,no,no,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),43.7,1.46,2618.3
yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.55,3.02,90.55
no,male,0,no,no,13,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.0,0.67,268.45
no,female,0,no,no,22,yes,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,89.05,2.97,1886.25
no,male,1,no,no,24,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.5,2.68,2088.45
yes,female,1,no,no,41,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic check,113.2,3.77,4689.5
no,female,0,no,no,17,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),19.9,0.66,323.15
no,female,0,no,no,5,no,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),50.95,1.7,229.4
no,male,0,yes,no,45,yes,no,dsl,yes,no,yes,no,no,no,two year,no,credit card (automatic),53.3,1.78,2296.25
no,female,0,yes,no,12,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,no,electronic check,78.85,2.63,876.75
no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),19.65,0.65,19.65
no,female,0,yes,yes,60,yes,no,no,no,no,no,no,no,no,two year,yes,credit card (automatic),19.25,0.64,1103.25
yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,90.55,3.02,90.55
yes,female,0,no,yes,4,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),98.1,3.27,396.3
no,female,0,yes,yes,14,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.2,2.34,1046.5
no,female,0,no,no,51,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),19.85,0.66,996.95
no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.4,0.65,19.4
no,female,0,yes,yes,23,yes,no,fiber optic,yes,yes,no,yes,no,no,month-to-month,no,mailed check,84.4,2.81,1936.85
no,female,0,no,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.6,2.89,6350.5
no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.15,0.64,19.15
no,male,0,yes,no,30,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),20.7,0.69,587.1
no,male,0,yes,yes,69,yes,no,dsl,yes,yes,yes,no,no,no,two year,yes,bank transfer (automatic),59.75,1.99,4069.9
no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),20.2,0.67,20.2
no,female,0,no,no,5,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,19.55,0.65,99.6
no,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,49.75,1.66,49.75
yes,male,0,no,no,2,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,82.0,2.73,184.65
no,male,0,no,no,13,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,electronic check,100.75,3.36,1313.25
yes,male,0,yes,no,71,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),108.6,3.62,7690.9
no,male,0,no,no,8,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,59.25,1.98,436.6
no,male,0,no,no,7,yes,no,dsl,no,no,yes,yes,yes,no,month-to-month,no,bank transfer (automatic),64.3,2.14,445.95
no,male,0,yes,yes,25,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,19.6,0.65,411.15
no,male,0,no,yes,32,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.5,0.68,696.8
yes,female,0,no,no,11,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,no,electronic check,90.15,3.01,987.95
no,female,0,yes,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.35,2.34,120.25
no,male,0,yes,yes,13,no,no,dsl,yes,yes,no,yes,no,no,two year,no,mailed check,40.55,1.35,590.35
no,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),93.05,3.1,6735.05
no,female,0,no,no,39,no,no,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),40.3,1.34,1630.4
no,male,0,yes,yes,6,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.8,2.33,377.85
no,female,0,no,yes,31,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),20.1,0.67,589.25
no,female,0,yes,yes,59,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.5,0.65,1222.65
yes,female,0,no,no,5,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.8,3.03,455.5
no,male,0,yes,no,27,yes,yes,dsl,yes,no,no,yes,yes,yes,one year,no,mailed check,80.85,2.7,2204.35
no,female,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.5,0.65,159.35
no,male,0,no,yes,39,no,no,dsl,yes,no,no,yes,yes,no,one year,no,bank transfer (automatic),45.05,1.5,1790.6
no,female,0,no,no,4,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,50.7,1.69,214.55
no,female,0,yes,yes,51,no,no,dsl,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),34.2,1.14,1782.0
yes,male,0,yes,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.65,2.49,301.4
no,male,0,yes,no,3,yes,yes,no,no,no,no,no,no,no,month-to-month,yes,mailed check,23.6,0.79,89.05
no,female,0,no,no,59,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,83.25,2.78,4949.1
no,male,0,no,no,37,yes,no,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),65.6,2.19,2313.8
no,female,1,no,no,7,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,64.95,2.16,493.65
no,female,0,no,no,6,no,no,dsl,yes,yes,no,yes,no,yes,month-to-month,no,credit card (automatic),50.95,1.7,307.6
no,female,0,no,no,7,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.25,0.68,129.15
no,male,0,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.85,2.53,724.65
no,female,0,no,no,4,yes,yes,no,no,no,no,no,no,no,one year,no,electronic check,23.9,0.8,97.5
no,male,0,yes,yes,46,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.0,2.67,3769.7
yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.75,1.52,45.75
yes,female,1,no,no,64,yes,no,dsl,yes,yes,no,yes,yes,no,two year,yes,credit card (automatic),70.2,2.34,4481.0
no,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),114.45,3.82,8375.05
no,female,1,no,no,28,yes,yes,dsl,no,yes,yes,yes,no,no,month-to-month,no,bank transfer (automatic),64.45,2.15,1867.6
no,female,0,yes,no,9,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.75,2.66,769.1
no,male,0,no,no,1,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.4,0.81,24.4
no,male,0,no,no,19,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,18.8,0.63,279.2
no,male,1,yes,no,71,yes,no,fiber optic,no,yes,yes,yes,no,yes,two year,yes,credit card (automatic),95.5,3.18,6707.15
yes,male,0,no,no,2,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,47.8,1.59,92.45
no,male,0,no,no,2,yes,no,fiber optic,yes,yes,no,no,yes,yes,month-to-month,no,electronic check,100.2,3.34,198.5
yes,male,0,yes,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,2.34,208.85
no,male,0,no,no,18,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,credit card (automatic),55.2,1.84,1058.1
yes,male,0,yes,no,3,no,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,35.15,1.17,99.75
no,female,0,yes,yes,2,no,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,30.25,1.01,63.75
no,male,0,no,no,22,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.65,3.36,2415.95
yes,female,0,yes,no,9,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.45,2.98,853.1
no,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,2.34,123.8
yes,male,1,yes,no,17,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),81.5,2.72,1329.2
no,male,0,no,no,20,no,no,dsl,yes,yes,yes,yes,yes,no,month-to-month,yes,credit card (automatic),55.0,1.83,1165.55
no,male,0,yes,yes,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.25,1.51,155.35
no,male,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),90.55,3.02,6404.0
no,male,0,yes,no,44,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,credit card (automatic),84.8,2.83,3626.35
no,female,0,yes,no,3,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,94.9,3.16,273.2
no,female,0,yes,yes,72,yes,yes,dsl,yes,yes,no,yes,no,no,two year,no,credit card (automatic),66.75,2.22,4760.3
no,female,0,yes,yes,54,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),91.3,3.04,4965.0
no,female,0,yes,no,18,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,74.8,2.49,1438.05
no,male,1,no,no,26,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.6,3.12,2404.1
no,female,0,yes,no,53,yes,yes,fiber optic,no,no,no,yes,no,yes,one year,yes,electronic check,91.15,3.04,4862.5
no,female,0,no,no,3,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,electronic check,57.55,1.92,161.45
no,male,0,no,no,25,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.6,0.69,541.5
no,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.8,2.99,6510.45
no,female,0,yes,no,53,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),111.8,3.73,5809.75
yes,female,1,no,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.0,2.37,71.0
yes,male,0,yes,no,18,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,49.55,1.65,878.35
no,male,0,no,no,10,yes,no,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,mailed check,79.85,2.66,887.35
yes,female,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,75.45,2.52,480.75
no,female,0,yes,no,57,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),19.6,0.65,1134.25
no,female,0,no,no,8,no,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,29.25,0.98,226.95
no,male,0,yes,no,33,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,93.35,3.11,3092.0
no,male,1,no,no,64,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),103.5,3.45,6548.65
no,male,0,no,no,9,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),95.9,3.2,827.45
no,male,1,yes,yes,60,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.95,2.7,4859.1
no,male,0,no,no,54,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.65,0.65,1008.7
no,female,0,yes,yes,46,yes,no,fiber optic,no,no,yes,yes,no,yes,one year,no,bank transfer (automatic),90.95,3.03,4236.6
yes,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.9,0.7,20.9
no,male,0,no,no,6,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.6,0.69,116.6
no,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.55,2.68,80.55
no,male,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),49.8,1.66,49.8
no,female,0,no,no,48,yes,yes,dsl,no,yes,yes,yes,yes,no,one year,yes,bank transfer (automatic),73.85,2.46,3581.4
no,male,0,yes,yes,45,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.75,3.66,4900.65
no,female,0,yes,no,37,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),19.85,0.66,717.5
no,male,1,no,no,11,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),60.25,2.01,662.95
no,male,0,yes,yes,55,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),90.4,3.01,5099.15
yes,male,1,no,no,12,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.45,3.32,1200.15
no,male,0,no,yes,39,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),25.45,0.85,958.45
no,male,0,no,no,38,yes,yes,dsl,yes,yes,yes,yes,no,no,month-to-month,no,electronic check,69.95,2.33,2657.55
yes,female,0,no,no,15,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),64.65,2.16,994.55
no,female,1,yes,no,45,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,86.1,2.87,3861.45
no,female,0,yes,no,72,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.05,0.67,1423.65
no,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.35,2.34,70.35
no,male,0,no,no,16,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),18.95,0.63,326.8
no,male,0,no,no,53,yes,no,dsl,no,no,yes,no,no,yes,one year,yes,electronic check,61.1,2.04,3357.9
yes,female,0,yes,no,13,no,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),48.75,1.62,633.4
no,male,1,yes,yes,71,yes,yes,dsl,no,yes,yes,yes,no,yes,one year,yes,bank transfer (automatic),72.9,2.43,5139.65
no,male,0,yes,no,60,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),24.15,0.8,1505.9
no,male,1,yes,yes,71,yes,no,fiber optic,yes,yes,yes,no,no,no,one year,yes,bank transfer (automatic),86.7,2.89,6179.35
no,female,0,yes,yes,14,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,18.8,0.63,255.55
yes,male,0,no,no,7,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),89.35,2.98,631.85
yes,male,1,no,no,50,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.7,3.19,4816.7
no,male,0,yes,yes,69,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),26.0,0.87,1796.55
yes,female,1,no,no,49,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),90.85,3.03,4515.85
no,male,0,yes,yes,37,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,92.95,3.1,3415.25
yes,male,0,no,no,43,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,100.0,3.33,4211.55
yes,female,0,no,no,4,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.65,2.86,321.65
no,male,0,yes,yes,7,no,no,dsl,yes,yes,yes,no,no,no,two year,no,mailed check,38.55,1.28,280.0
no,male,0,no,no,57,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.55,0.68,1252.85
yes,male,0,no,no,1,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.15,2.64,79.15
yes,female,1,yes,no,8,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),80.65,2.69,633.3
no,female,0,yes,yes,61,yes,no,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),73.8,2.46,4616.05
